Comment,Response Id,Response Date
"The Medicaid waiver included in Governor McCrory's Medicaid Reform plan is not feasible. As an employee in a pediatric office that consists of 76% Medicaid patients, I directly see how these proposed changes negatively affect our patients. Medicaid reform will not work if it does not directly help those who utilize the services. The CCNC program has done a great job at helping the citizens of North Carolina and the Medicaid reform would un-do the positive advances that this program has made. It is our job, as a state, to make provisions for the health of our children and these proposed changes add nothing but more barriers in ability to access the level of healthcare that our children need. I cannot support a reform to Medicaid that ignores so many vital components that the citizens of North Carolina need.",213713,19 Jul 2016 09:46:57
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213717,19 Jul 2016 09:47:12
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213721,19 Jul 2016 09:47:13
"I do not see how the proposed changes will help children get the care they need. Overhauling a system that has included so many advancements, such as CCNC, is costly and unnecessary. The proposed changes to the Medicaid will make things more difficult. Living in a poor, rural county with a high percentage of children receiving public insurance through Medicaid, I can distinctly see how this reform will continue to make things harder on them. The addition of separate regions, PHPs, and increased amount of administrative burden will force these children to go without the medical care they need. Specifically for children needing advanced care, the Medicaid Waiver process would make that virtually impossible. Because of the nightmare Medicaid would become, I refuse to support the proposed reform.",213725,19 Jul 2016 09:47:25
"The State of North Carolina's request, known as a Section 1115 Demonstration waiver, would replace the award-winning Community Care of North Carolina (CCNC) program with a complex and unproven model that could disrupt established provider networks, diminish access to care, and degrade health outcomes for North Carolina's Medicaid population.",213729,19 Jul 2016 09:47:32
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213733,19 Jul 2016 09:47:49
"I do not see how the proposed changes will help children get the care they need. Overhauling a system that has included so many advancements, such as CCNC, is costly and unnecessary. The proposed changes to the Medicaid will make things more difficult. Living in a poor, rural county with a high percentage of children receiving public insurance through Medicaid, I can distinctly see how this reform will continue to make things harder on them. The addition of separate regions, PHPs, and increased amount of administrative burden will force these children to go without the medical care they need. Specifically for children needing advanced care, the Medicaid Waiver process would make that virtually impossible. Because of the nightmare Medicaid would become, I refuse to support the proposed reform.",213737,19 Jul 2016 09:47:57
Please say no to the wavier. Working in pediatrics it's not good for our patients or the practice.,213741,19 Jul 2016 09:48:01
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213745,19 Jul 2016 09:48:15
"I work in pediatrics every day. In fact, in my office, 3 out of every 4 of our patients receive Medicaid. A change to the Medicaid program directly correlates to a reduction in adequate care for our patients. In continuation, it directly affects my job. I do not see how North Carolina can propose this reform to Medicaid and expect it to help those it directly affects. Not only will it create such a burden on the practice at the administrative level, it will also cause a greater burden on the families receiving Medicaid benefits. A change to the Medicaid program is a negative change for North Carolina.",213749,19 Jul 2016 09:48:24
"As a lab tech in children's health in North Carolina, I see how a reform to Medicaid will be an administrative nightmare. I work in an office in which 76% of our patients receive assistance from Medicaid. In addition, the company for which I am employed operates in 4 different offices in different counties. It is possible that with the proposed changes, some of our offices may end up in different regions. In a very poor, rural area, helping children with Medicaid receive the care they need is already increasingly difficult. With the addition of these proposed changes, it will be even harder for these children to receive the care their need. I cannot support the proposed reform to Medicaid because it will not help NC's children receive the care they need!",213753,19 Jul 2016 09:48:41
I work as a Registered Nurse at a pediatric office in NC and I do not support this change. Please deny this waiver and save our Medicaid Program.,213757,19 Jul 2016 09:49:03
I currently work in pediatrics in Robeson County. The inclusion of a Medicaid waiver would be detrimental to our practice and to my employment in a clinic with a high Medicaid patient ratio. The children of Robeson County come to our practice because they know they will receive quality care for issues ranging from simple to complex. I refuse to support a reform that includes a Medicaid waiver because this means our patients will have a greater difficulty to receive the care that they deserve under North Carolina's Medicaid program.,213761,19 Jul 2016 09:49:12
"I am a lab tech working in Robeson County, one of the poorest counties in NC. I cannot support the waiver because I feel it will greatly affect the access to care for the patient. We are dealing with some of the most vulnerable patients that have parents that do not understand how to navigate the healthcare system, and the waiver will just complicate the entire system.",213765,19 Jul 2016 09:49:14
"North Carolina's Medicaid reform plan lacks the most important change needed to improve health care for North Carolinians and strengthen the provider community — Medicaid expansion! Medicaid coverage should be extended to all adults ages 18-64 with incomes at or below 138% of the Federal Poverty Level (FPL). In North Carolina, expanded Medicaid would cover more than 400,000 people; at least 244,000 of those in the Coverage Gap are uninsured as a result.",213769,19 Jul 2016 09:49:22
The Medicaid wavier will have negative effect on our Foster care program making it very difficult to have enough foster homes for our needy children because of the complicated delivery system for immediate care and preventive care being a burden . I do not support the reform.,213773,19 Jul 2016 09:49:24
I currently work in pediatrics in Robeson County. The inclusion of a Medicaid waiver would be detrimental to our practice and to my employment in a clinic with a high Medicaid patient ratio. The children of Robeson County come to our practice because they know they will receive quality care for issues ranging from simple to complex. I refuse to support a reform that includes a Medicaid waiver because this means our patients will have a greater difficulty to receive the care that they deserve under North Carolina's Medicaid program.,213777,19 Jul 2016 09:49:44
"I am a Lab Tech in Eastern NC who helps provide care for children, most of whom have Medicaid for their health insurance. I urge you to reject the waiver put forth by NC legislators to completely obliterate and ruin our successful Medicaid program and keep our current Medicaid & CCNC program.",213781,19 Jul 2016 09:50:13
"I am the lab tech at a pediatric corporation that is currently in three counties in SE North Carolina. Our corporation is 78% Medicaid. I am greatly concerned about the proposed waiver having up to 15 different PHPs as well as breaking the state into sections. If this is accomplished under the waiver, the administrative costs and burden will dramatically increase for the practices. It will be extremely difficult and time-consuming to practices to dispute claims, affecting cash flow to a great extent. I am opposed to the current waiver and hope that CMS will not approve it.",213785,19 Jul 2016 09:50:21
"I am a lab tech in Eastern NC who helps provide care for children, most of whom have Medicaid for their health insurance. I urge you to reject the waiver put forth by NC legislators to completely obliterate and ruin our successful Medicaid program and keep our current Medicaid program.",213789,19 Jul 2016 09:51:06
"I am the lab Director at a pediatric corporation that is currently in three counties in SE North Carolina. Our corporation is 78% Medicaid. I am greatly concerned about the proposed waiver having up to 15 different PHPs as well as breaking the state into sections. If this is accomplished under the waiver, the administrative costs and burden will dramatically increase for the practices. It will be extremely difficult and time-consuming to practices to dispute claims, affecting cash flow to a great extent. I am opposed to the current waiver and hope that CMS will not approve it.",213793,19 Jul 2016 09:51:29
,213797,19 Jul 2016 09:51:32
"I work at a pediatric office in NC as a registered nurse, and I do not support this change. Please deny this waiver and save our Medicaid Program.",213801,19 Jul 2016 09:51:42
I work in a pediatric office in NC. We have a lot of patients that have Medicaid as Health Insurance. Please deny this wavier and save our Medicaid Program.,213805,19 Jul 2016 09:51:48
"I do not see how the proposed changes will help children get the care they need. overhauling a system that has included so many advancements such as cnnc is costly and unnecessary. the proposed changes to the Medicaid will make things more difficult. living in poor rural county with a high percentage of children receiving public insurance through Medicaid I can distinctly see how this reform will continue to make things harder on them. the addition of separate regions,phps,and increased amount of administrative burden will force these children to go without the medical care they need. specifically for children needing advanced care the Medicaid waiver process would make that virtually impossicble. because of the nightmare Medicaid would become I refuse to support the proposed reform.",213809,19 Jul 2016 09:52:10
"I am a housekeeper in Robeson county, which is one of the poorest counties in NC. We deal with some vulnerable patients that do not understand the process of the healthcare system.this waiver would only complicated for them as well as the healthcare workers.",213813,19 Jul 2016 09:52:15
"I am a Physician Assistant working in Robeson County, one of the poorest counties in NC. I cannot support the waiver because I feel that it will greatly affect the care for the pediatric patients in this region. We deal with some of the most vulnerable patients that have parents that do not understand how to navigate the healthcare system. The waiver will just complicate the entire system, putting these pediatric patients at risk and they will not get the healthcare that they need. Please consider not passing the Medicaid waiver.",213817,19 Jul 2016 09:52:16
I am a Manager in North Carolina and I am opposed to the waiver. The current system with CCNC has served North Carolina pediatric Medicaid patients very well and the current proposal will destroy the trust and relationships that we have worked hard to build. Having read to proposal and gone to a comment session I have found no pediatrician that thinks this will be good for their patients or their practice. Please say no to the waiver,213821,19 Jul 2016 09:52:17
"I work at a pediatrics in Eastern NC who helps care for Children, most of whom have Medicaid. I urge you to reject the wavier put forth by NC legislators to completely obliterate and ruin our successful Medicaid program and keep our current Medicaid & CCNC program.",213825,19 Jul 2016 09:52:39
"I am an RN at a pediatrics office in southeastern NC. As an employee, I see first-hand how the proposed Medicaid reform could affect my family and the patients I help every day. Most of our patients (over 85%) receive help from the Medicaid system and a reform would likely mean that these patients will have an even larger hurdle to jump to receive the care they need. Reforming Medicaid not only makes me fear for my job in the pediatric health profession, but it also means that the people I care for have to fight that much harder to receive the care they need. As a citizen and employee in the healthcare field, I cannot support the proposed Medicaid waiver.",213829,19 Jul 2016 09:52:59
"I work In a pediatric clinic , almost all our patients receive NC Medicaid. A change to the Medicaid program directly correlates to a reduction in adequate care for our patients. This will not only affect my job , but it will also cause a greater burden to the children receiving Medicaid benefits. This is a negative change and I cannot support this proposal.",213833,19 Jul 2016 09:53:08
"I work for a Pediatric practice in North Carolina as a Lab Tech and I do not support the switch from a single ""Medicaid"" to 15 different entities. We see enough issues with the way Medicaid is now and I cannot imagine how much more complicated it would become for patients, providers, and billers having to deal with multiple entities. It makes since to stick with what works, even though we do have a few issues, it would be better to fix them than create more with a more complicated system. This would also impede our progress with getting patients with Medicaid the help they need from mental health providers.",213837,19 Jul 2016 09:53:15
I work in a Medical Office and the Medicaid wavier is not good for healthcare.,213841,19 Jul 2016 09:54:14
"As a lab tech in the pediatric medical field, I feel it imperative to voice my concerns for the Medicaid reform. I see, first-hand, how children insured by Medicaid struggle to get the healthcare they need. The suggested reform, including the waiver, will make this process even harder. It is not fair to punish the children of North Carolina by increasing the number of hurdles they must cross in order to receive the care that they need. Please consider removing the waiver to help North Carolina's children!",213845,19 Jul 2016 09:54:18
I work as a Registered Nurse at a pediatric office in Southeastern NC. I work directly with a specialty care program from DUMC and do not support this waiver as it will certainly have a negative impact on our patient care and welfare of our patients and their families.,213849,19 Jul 2016 09:54:22
"As a registered voter, and resident of North Carolina, I am asking our federal government to forcefully request, if not legislate, that the state of North Carolina extend Medicaid coverage to the uninsured.

North Carolina, statistics reveal about 244,000 adults are stuck in the 'coverage gap,' with no good way to get health insurance.
Most of these people are working in industries such as retail, construction, or food service, but their incomes are too high to qualify for Medicaid and too low to afford health insurance in the private marketplace.

Is the Federal Government aware that a working adult without children who makes less than $11,880 a year can't get low-cost health insurance or NC Medicaid?

I'm aware the federal government is currently considering whether or not to approve changes to NC's Medicaid program. Unfortunately, our state officials haven't proposed closing the coverage gap by extending Medicaid to low-income adults. How can North Carolina state and federal lawmakers sleep at night knowing that our government continues to leave these individuals out?

244,000 mothers, fathers, children, aunts, uncles, and other family members are without appropriate access to health care. You have the power to affect the quality of life of 244,000 North Carolina residents, human beings, and people who pay taxes! We voted you into office and we can vote you out!

John Ferguson, Licensed Clinical Social Worker",213853,19 Jul 2016 09:54:55
"I do not see how the proposed changes will help children get the care they need. Overhauling a system that has included so many advancements, such as CCNC, is costly and unnecessary. The proposed changes to the Medicaid will make things more difficult. Living in a poor, rural county with a high percentage of children receiving public insurance through Medicaid, I can distinctly see how this reform will continue to make things harder on them. The addition of separate regions, PHPs, and increased amount of administrative burden will force these children to go without the medical care they need. Specifically for children needing advanced care, the Medicaid Waiver process would make that virtually impossible. Because of the nightmare Medicaid would become, I refuse to support the proposed reform.",213857,19 Jul 2016 09:55:18
The medicaid waiver in the reform plan does not seem to be feasible. As an employee of a pediatric office that consists of 76% of medicaid patients I see how these proposed changes negatively affect our patients. Medicaid reform will not work if it does not directly help those who utilize the services. I cannot support a reform to medicaid that ignores so many vital components that the children of North Carolina need.,213861,19 Jul 2016 09:55:23
"The Medicaid waiver included in Governor McCrory's Medicaid Reform plan is not feasible. As an employee in a pediatric office that consists of 76% Medicaid patients, I directly see how these proposed changes negatively affect our patients. Medicaid reform will not work if it does not directly help those who utilize the services. The CCNC program has done a great job at helping the citizens of North Carolina and the Medicaid reform would un-do the positive advances that this program has made. It is our job, as a state, to make provisions for the health of our children and these proposed changes add nothing but more barriers in ability to access the level of healthcare that our children need. I cannot support a reform to Medicaid that ignores so many vital components that the citizens of North Carolina need.",213865,19 Jul 2016 09:55:27
"As a lab tech in children's health in North Carolina, I see how a reform to Medicaid will be an administrative nightmare. I work in an office in which 76% of our patients receive assistance from Medicaid. In addition, the company for which I am employed operates in 4 different offices in different counties. It is possible that with the proposed changes, some of our offices may end up in different regions. In a very poor, rural area, helping children with Medicaid receive the care they need is already increasingly difficult. With the addition of these proposed changes, it will be even harder for these children to receive the care their need. I cannot support the proposed reform to Medicaid because it will not help NC's children receive the care they need!",213869,19 Jul 2016 09:55:37
"The Medicaid waiver included in Governor McCrory's Medicaid Reform plan is not feasible. As an employee in a pediatric office that consists of 76% Medicaid patients, I directly see how these proposed changes negatively affect our patients. Medicaid reform will not work if it does not directly help those who utilize the services. The CCNC program has done a great job at helping the citizens of North Carolina and the Medicaid reform would un-do the positive advances that this program has made. It is our job, as a state, to make provisions for the health of our children and these proposed changes add nothing but more barriers in ability to access the level of healthcare that our children need. I cannot support a reform to Medicaid that ignores so many vital components that the citizens of North Carolina need.",213873,19 Jul 2016 09:55:37
"The Medicaid waiver included in Governor McCrory's Medicaid Reform plan is not feasible. As an employee in a pediatric office that consists of 76% Medicaid patients, I directly see how these proposed changes negatively affect our patients. Medicaid reform will not work if it does not directly help those who utilize the services. The CCNC program has done a great job at helping the citizens of North Carolina and the Medicaid reform would un-do the positive advances that this program has made. It is our job, as a state, to make provisions for the health of our children and these proposed changes add nothing but more barriers in ability to access the level of healthcare that our children need. I cannot support a reform to Medicaid that ignores so many vital components that the citizens of North Carolina need.",213877,19 Jul 2016 09:55:46
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213881,19 Jul 2016 09:55:52
"The Medicaid waiver included in Governor McCrory's Medicaid Reform plan is not feasible. As an employee in a pediatric office that consists of 76% Medicaid patients, I directly see how these proposed changes negatively affect our patients. Medicaid reform will not work if it does not directly help those who utilize the services. The CCNC program has done a great job at helping the citizens of North Carolina and the Medicaid reform would un-do the positive advances that this program has made. It is our job, as a state, to make provisions for the health of our children and these proposed changes add nothing but more barriers in ability to access the level of healthcare that our children need. I cannot support a reform to Medicaid that ignores so many vital components that the citizens of North Carolina need.",213885,19 Jul 2016 09:55:55
"I work in pediatrics every day. In fact, in my office, 3 out of every 4 of our patients receive Medicaid. A change to the Medicaid program directly correlates to a reduction in adequate care for our patients. In continuation, it directly affects my job. I do not see how North Carolina can propose this reform to Medicaid and expect it to help those it directly affects. Not only will it create such a burden on the practice at the administrative level, it will also cause a greater burden on the families receiving Medicaid benefits. A change to the Medicaid program is a negative change for North Carolina.",213889,19 Jul 2016 09:55:58
"I work in pediatrics every day. In fact, in my office, 3 out of every 4 of our patients receive Medicaid. A change to the Medicaid program directly correlates to a reduction in adequate care for our patients. In continuation, it directly affects my job. I do not see how North Carolina can propose this reform to Medicaid and expect it to help those it directly affects. Not only will it create such a burden on the practice at the administrative level, it will also cause a greater burden on the families receiving Medicaid benefits. A change to the Medicaid program is a negative change for North Carolina.",213893,19 Jul 2016 09:56:00
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213897,19 Jul 2016 09:56:02
"The Medicaid waiver included in Governor McCrory's Medicaid Reform plan is not feasible. As an employee in a pediatric office that consists of 76% Medicaid patients, I directly see how these proposed changes negatively affect our patients. Medicaid reform will not work if it does not directly help those who utilize the services. The CCNC program has done a great job at helping the citizens of North Carolina and the Medicaid reform would un-do the positive advances that this program has made. It is our job, as a state, to make provisions for the health of our children and these proposed changes add nothing but more barriers in ability to access the level of healthcare that our children need. I cannot support a reform to Medicaid that ignores so many vital components that the citizens of North Carolina need.",213901,19 Jul 2016 09:56:04
"The State of North Carolina's request , know as a Section 1115 Demonstration waiver, would replace the award-winning Community Care of North Carolina program with a complex and unproven model that could disrupt established provider networks, diminish access to care , and degrade health outcomes for North Carolina's Medicaid population.",213905,19 Jul 2016 09:56:08
"The Medicaid waiver included in Governor McCrory's Medicaid Reform plan is not feasible. As an employee in a pediatric office that consists of 76% Medicaid patients, I directly see how these proposed changes negatively affect our patients. Medicaid reform will not work if it does not directly help those who utilize the services. The CCNC program has done a great job at helping the citizens of North Carolina and the Medicaid reform would un-do the positive advances that this program has made. It is our job, as a state, to make provisions for the health of our children and these proposed changes add nothing but more barriers in ability to access the level of healthcare that our children need. I cannot support a reform to Medicaid that ignores so many vital components that the citizens of North Carolina need.",213909,19 Jul 2016 09:56:14
"I work at a pediatrics office in a NC as a nursing assistant, and i do not support this change. Please deny this waiver an save our Medicaid Program.",213913,19 Jul 2016 09:56:19
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213917,19 Jul 2016 09:56:19
"I am a lab tech working in Robeson County, one of the poorest counties in NC. I cannot support the waiver because I feel it will greatly affect the access to care for the patient. We are dealing with some of the most vulnerable patients that have parents that do not understand how to navigate the healthcare system, and the waiver will just complicate the entire system.",213921,19 Jul 2016 09:56:26
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213925,19 Jul 2016 09:56:27
I do NOT support the Medicaid waiver.,213929,19 Jul 2016 09:56:28
I work in pediatrics in Robeson County. Our patients are among the poorest group in NC. This new proposal for Medicaid waiver will definitely be a great burden on our patients. Please reject this waiver!,213933,19 Jul 2016 09:56:29
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213937,19 Jul 2016 09:56:38
"I work in pediatrics every day. in fact in my office 3 out of every 4 or our patients receive Medicaid. a change to the Medicaid program directly correlates to a reduction in adequate care for our patients. in continuation it directly affects my job. I do not see how north Carolina can propose this reform to Medicaid and expect it to help those it directly affects. not only will it create such a burden on the practice at the administrative level, it will also cause a greater burden on the families receiving Medicaid benefits. a change to the Medicaid program is a negative change for north carlolina.",213941,19 Jul 2016 09:56:47
"As an employee at a pediatric office in Robeson County, NC, this Medicaid waiver would affect us in a negative way. It is our job, as a state, to make provisions for the health of our children and this waiver would add nothing but more barriers in the ability to access the level of quality healthcare that our children need. As lawmakers you should be considered about how this wavier would negatively affect the citizens of this state.",213945,19 Jul 2016 09:56:48
I work in pediatrics everyday. I check patients in and out everyday. Over 76% of our patients receive help from Medicaid assistance. As an employee and as a mother I really hope for kids you reject this wavier.,213949,19 Jul 2016 09:56:49
I work in a pediatric office in NC. I am against this wavier because we see a lot of patients that have Medicaid. If this wavier passes I fear people may lose their job.,213953,19 Jul 2016 09:56:49
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213957,19 Jul 2016 09:56:51
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213961,19 Jul 2016 09:56:59
"The proposed changes to the Medicaid will make things more difficult. Living in a poor, rural county with a high percentage of children receiving public insurance through Medicaid, I can distinctly see how this reform will continue to make things harder on them. The addition of separate regions, PHPs, and increased amount of administrative burden will force these children to go without the medical care they need. Specifically for children needing advanced care, the Medicaid Waiver process would make that virtually impossible. Because of the nightmare Medicaid would become, I refuse to support the proposed reform.",213965,19 Jul 2016 09:57:04
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213969,19 Jul 2016 09:57:07
"The proposed changes to the Medicaid will make things more difficult. Living in a poor, rural county with a high percentage of children receiving public insurance through Medicaid, I can distinctly see how this reform will continue to make things harder on them. The addition of separate regions, PHPs, and increased amount of administrative burden will force these children to go without the medical care they need. Specifically for children needing advanced care, the Medicaid Waiver process would make that virtually impossible. Because of the nightmare Medicaid would become, I refuse to support the proposed reform.",213973,19 Jul 2016 09:57:11
"I work for a Pediatric practice in North Carolina as a lab tech and I do not support the switch from a single ""Medicaid"" to 15 different entities. We see enough issues with the way Medicaid is now and I cannot imagine how much more complicated it would become for patients, providers, and billers having to deal with multiple entities. It makes since to stick with what works, even though we do have a few issues, it would be better to fix them than create more with a more complicated system. This would also impede our progress with getting patients with Medicaid the help they need from mental health providers.",213977,19 Jul 2016 09:57:14
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213981,19 Jul 2016 09:57:15
"The proposed changes to the Medicaid will make things more difficult. Living in a poor, rural county with a high percentage of children receiving public insurance through Medicaid, I can distinctly see how this reform will continue to make things harder on them. The addition of separate regions, PHPs, and increased amount of administrative burden will force these children to go without the medical care they need. Specifically for children needing advanced care, the Medicaid Waiver process would make that virtually impossible. Because of the nightmare Medicaid would become, I refuse to support the proposed reform.",213985,19 Jul 2016 09:57:18
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213989,19 Jul 2016 09:57:28
"The proposed changes to the Medicaid will make things more difficult. Living in a poor, rural county with a high percentage of children receiving public insurance through Medicaid, I can distinctly see how this reform will continue to make things harder on them. The addition of separate regions, PHPs, and increased amount of administrative burden will force these children to go without the medical care they need. Specifically for children needing advanced care, the Medicaid Waiver process would make that virtually impossible. Because of the nightmare Medicaid would become, I refuse to support the proposed reform.",213993,19 Jul 2016 09:57:34
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",213997,19 Jul 2016 09:57:40
"The proposed changes to the Medicaid will make things more difficult. Living in a poor, rural county with a high percentage of children receiving public insurance through Medicaid, I can distinctly see how this reform will continue to make things harder on them. The addition of separate regions, PHPs, and increased amount of administrative burden will force these children to go without the medical care they need. Specifically for children needing advanced care, the Medicaid Waiver process would make that virtually impossible. Because of the nightmare Medicaid would become, I refuse to support the proposed reform.",214001,19 Jul 2016 09:57:47
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",214005,19 Jul 2016 09:57:52
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",214009,19 Jul 2016 09:58:01
"The proposed changes to the Medicaid will make things more difficult. Living in a poor, rural county with a high percentage of children receiving public insurance through Medicaid, I can distinctly see how this reform will continue to make things harder on them. The addition of separate regions, PHPs, and increased amount of administrative burden will force these children to go without the medical care they need. Specifically for children needing advanced care, the Medicaid Waiver process would make that virtually impossible. Because of the nightmare Medicaid would become, I refuse to support the proposed reform.",214013,19 Jul 2016 09:58:02
"I work for a Pediatric practice in North Carolina as a Medicaid access coordinator and I do not support the switch from a single ""Medicaid"" to 15 different entities.",214017,19 Jul 2016 09:58:06
"I am the lab tech at a pediatric corporation that is currently in three counties in SE North Carolina. Our corporation is 78% Medicaid. I am greatly concerned about the proposed waiver having up to 15 different PHPs as well as breaking the state into sections. If this is accomplished under the waiver, the administrative costs and burden will dramatically increase for the practices. It will be extremely difficult and time-consuming to practices to dispute claims, affecting cash flow to a great extent. I am opposed to the current waiver and hope that CMS will not approve it.",214021,19 Jul 2016 09:58:06
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",214025,19 Jul 2016 09:58:11
"As an Interpreter in a Pediatric Clinic, I would like to express my opinion or concerns for the Medicaid reform. I see how parents of children insured by Medicaid struggle to get the healthcare that their children need.

The suggested reform, including the waiver, will make this process even harder, and I do not think it is fair to punish North Carolina children because of the many more hurdles their parents must cross in order to receive the care their children need.
Please remove the waiver to help the Children of North Carolina!",214029,19 Jul 2016 09:58:14
"I currently work for a pediatric provider in Southeastern NC. Working in coordination with Community Care of NC, we have reduced ER visits, improved care coordination, and reduce costs by managing referrals to more expensive specialists. Our current collaboration with CCNC is very efficient for physicians, staff and patients. Completely overhauling a successful system seems ridiculous. Therefore, I oppose the proposed Medicaid Waiver for NC.",214033,19 Jul 2016 09:58:19
"The proposed changes to the Medicaid will make things more difficult. Living in a poor, rural county with a high percentage of children receiving public insurance through Medicaid, I can distinctly see how this reform will continue to make things harder on them. The addition of separate regions, PHPs, and increased amount of administrative burden will force these children to go without the medical care they need. Specifically for children needing advanced care, the Medicaid Waiver process would make that virtually impossible. Because of the nightmare Medicaid would become, I refuse to support the proposed reform.",214037,19 Jul 2016 09:58:24
